Current_Customer,CompanyID,Founded_Year,Company_HQ_Phone,Fax,Revenue_(in_000s_USD),Revenue_Range_(in_USD),Est_Marketing_Department_Budget_(in_000s_USD),Est_Finance_Department_Budget_(in_000s_USD),Est_IT_Department_Budget_(in_000s_USD),Est_HR_Department_Budget_(in_000s_USD),Employees,Employee_Range,Past_1_Year_Employee_Growth_Rate,Past_2_Year_Employee_Growth_Rate,SIC_Code_1,SIC_Code_2,SIC_Codes,NAICS_Code_1,NAICS_Code_2,NAICS_Codes,Primary_Industry,Primary_Sub-Industry,All_Industries,All_Sub-Industries,Industry_Hierarchical_Category,Secondary_Industry_Hierarchical_Category,Alexa_Rank,Ownership_Type,Business_Model,Certified_Active_Company,Certification_Date,Total_Funding_Amount_(in_000s_USD),Recent_Funding_Amount_(in_000s_USD),Recent_Funding_Round,Recent_Funding_Date,Recent_Investors,All_Investors,Company_City,Company_State,Company_Zip_Code,Company_Country,Number_of_Locations,Company_Is_Acquired
N,354848855,2010,(509) 344-1008,(509) 344-1009,7099,$5 mil. - $10 mil.,575,106,262,57,25,Employees.20to49,31.6,13.6,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,5398308,Private,B2B,Yes,20-Apr-22,0,0,,,,,Coeur D Alene,Idaho,83814,United States,2,
N,345684464,2008,(281) 552-5005,,26198,$25 mil. - $50 mil.,3431,261,969,232,84,Employees.50to99,3.7,-6.7,7371,737,73;737;7371,541511,54151,54;541;5415;54151;541511,Business Services,,Business Services,Custom Software & IT Services,bizservice,,4379790,Private,,No,,0,0,,,,,Houston,Texas,77079,United States,2,
N,19826251,1874,(573) 474-6193,,94865,$50 mil. - $100 mil.,7399,711,3889,799,406,Employees.250to499,2,1.8,6331,633,63;633;6331,524126,52412,52;524;5241;52412;524126,Insurance,,Insurance,,insurance,,1379969,Private,B2C,Yes,6-Feb-23,0,0,,,,,Columbia,Missouri,65202,United States,11,
N,357526848,1952,(312) 801-6750,,20297,$10 mil. - $25 mil.,2658,202,750,263,118,Employees.100to249,0,0,7371,737,73;737;7371,541511,54151,54;541;5415;54151;541511,Software,,Software;Business Services,Custom Software & IT Services,software,,10795354,Private,B2B,Yes,21-Aug-19,4595,150,Debt,16-Apr-20,PPP,PPP;KB Partners,Chicago,Illinois,60011,United States,3,
N,12141224,1986,(770) 448-2100,(404) 601-7454,5981,$5 mil. - $10 mil.,783,59,221,25,11,Employees.10to19,0,0,7374,7221,72;722;7221;73;737;7374,541921,518210,51;518;5182;51821;518210;54;541;5419;54192;541921,Consumer Services,,Consumer Services;Media & Internet,Photography Studio;Data Collection & Internet Portals,consumerservices,,3239594,Private,B2B,Yes,11-Jul-23,0,0,,,,,Norcross,Georgia,30092,United States,3,
N,370793505,1973,(573) 635-2255,,89238,$50 mil. - $100 mil.,5354,892,2230,825,422,Employees.250to499,11.9,11.1,4789,4731,44;449;4499;42;421;4213;47;478;4789;444;4449;4214;473;4731,488510,488320,48;484;4841;48412;484121;488;4882;48821;488210;4885;48851;488510;4883;48832;488320;483;4832;48321;483211;482;4821;48211;482111,Transportation,Freight & Logistics Services,Transportation,"Freight & Logistics Services;Marine Shipping & Transportation;Rail, Bus & Taxi",transportation,transportation.freight,20965758,Private,B2B,Yes,28-Dec-21,0,0,,,,,Jefferson City,Missouri,65101,United States,17,
N,353967968,2009,(713) 587-2500,(713) 587-2546,5132,$5 mil. - $10 mil.,672,51,179,44,19,Employees.10to19,0,0,7376,737,73;737;7376,541513,54151,54;541;5415;54151;541513,Business Services,,Business Services,Custom Software & IT Services,bizservice,,7586246,Private,B2B,Yes,6-Sep-23,0,0,Private Equity,14-Oct-15,High-Tech Gru00fcnderfonds,High-Tech Gru00fcnderfonds,Sugar Land,Texas,77479,United States,4,
N,352077711,2002,(989) 652-9088,,19520,$10 mil. - $25 mil.,1581,292,722,80,35,Employees.20to49,-20.5,-22.2,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Media & Internet,,Media & Internet;Telecommunications,Telephony & Wireless,media,,430159,Private,B2B,Yes,15-Oct-19,0,0,,,,,Frankenmuth,Michigan,48734,United States,5,
N,509680945,2014,(212) 226-6430,,10503,$10 mil. - $25 mil.,1375,105,388,140,50,Employees.50to99,0,0,7389,7379,73;737;7379;7372;7374;738;7389,541519,518210,51;518;5182;51821;518210;513;5132;51321;513210;54;541;5415;54151;541519,Software,Customer Relationship Management (CRM) Software,Software,Customer Relationship Management (CRM) Software;Business Intelligence (BI) Software,software,software.crm,6530255,Private,B2B,Yes,21-Sep-22,0,0,,,,,New York City,New York,10012,United States,1,
N,358277328,2010,(212) 206-7040,,16651,$10 mil. - $25 mil.,1282,166,782,94,41,Employees.20to49,0,0,8742,7361,87;874;8742;73;736;7361;737;738,541611,54161,54;541;5416;54161;541611,Business Services,,Business Services,HR & Staffing,bizservice,,,Private,B2B,Yes,25-Feb-22,0,0,,,,,New York,New York,10001,United States,3,
N,31492920,1962,(863) 533-4599,(732) 462-8991,62531,$50 mil. - $100 mil.,3751,625,1563,501,236,Employees.100to249,0.4,0,4213,421,42;421;4213,562112,562111,56;562;5621;56211;562112;48;484;4841;48412;484121;562111,"Energy, Utilities & Waste",,"Energy, Utilities & Waste;Transportation","Waste Treatment, Environmental Services & Recycling;Freight & Logistics Services",energy,,7548198,Private,B2C,Yes,14-Mar-23,2000,2000,Debt,13-Apr-20,PPP,PPP,Bartow,Florida,33830,United States,8,
N,43600444,2001,(660) 885-2241,(573) 659-7803,64327,$50 mil. - $100 mil.,5017,482,3473,600,289,Employees.250to499,-3.7,-3.7,6029,6021,60;602;6029;6021,522110,52211,52;522;5221;52211;522110,Finance,Banking,Finance,Banking,finance,finance.banking,305783,Private,B2B,Yes,14-Aug-23,0,0,,,,,Clinton,Missouri,64735,United States,25,
N,368232355,2012,(650) 390-0391,,25770,$25 mil. - $50 mil.,3375,257,953,41,18,Employees.10to19,0,0,7371,737,73;737;7371,541511,54151,54;541;5415;54151;541511,Software,,Software;Business Services,Custom Software & IT Services,software,,16062838,Private,B2B,Yes,21-Apr-23,12150,150,Debt,15-Apr-20,PPP,PPP;Vestech Partners,Los Altos,California,94022,United States,2,
N,21648931,1999,(877) 442-2243,,9466,$5 mil. - $10 mil.,1221,94,265,62,22,Employees.20to49,-4.3,-8.3,7374,737,73;737;7374,518210,51821,51;518;5182;51821;518210,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications;Media & Internet,"Internet Service Providers, Website Hosting & Internet-related Services;Data Collection & Internet Portals",telecom,telecom.internet,1899828,Private,B2B,Yes,1-Jun-22,0,0,,,,,Chicago,Illinois,60604,United States,3,
N,450692377,2013,(604) 639-4457,,1272,$1 mil. - $5 mil.,166,12,47,194,51,Employees.50to99,0,50,7371,737,73;737;7371,541511,54151,54;541;5415;54151;541511,Software,"Multimedia, Games & Graphics Software",Software,"Multimedia, Games & Graphics Software",software,software.videogames,7831935,Public,B2B,Yes,17-Oct-22,0,0,,,,,Vancouver,British Columbia,V6G 3J4,Canada,5,
N,354901050,2011,+44 2038085949,,10503,$10 mil. - $25 mil.,1375,105,388,253,113,Employees.100to249,-2.6,-2.6,7389,7379,73;737;7374;7379;738;7389;7372,518210,517311,51;518;5182;51821;518210;513;5132;51321;513210;517;5173;51731;517311,Software,Content & Collaboration Software,Software,Content & Collaboration Software,software,software.contentcol,606879,Private,B2B,Yes,6-May-22,0,0,,,,,London,Greater London,W1B 3HH,United Kingdom,1,
N,347464070,1915,(610) 525-4100,,30260,$25 mil. - $50 mil.,1815,302,1028,726,361,Employees.250to499,0,0,8221,824,82;822;8221;824,611310,61131,61;611;6113;61131;611310,Education,Colleges & Universities,Education,Colleges & Universities,education,education.university,1714370,Private,B2C,Yes,26-Jan-23,2000,2000,Debt,13-Apr-20,PPP,PPP,Bryn Mawr,Pennsylvania,19010,United States,5,
N,356909114,2002,(847) 868-9253,(847) 868-9246,7065,$5 mil. - $10 mil.,925,70,247,45,16,Employees.10to19,-11.1,0,7373,737,73;737;7373,541512,54151,54;541;5415;54151;541512,Business Services,,Business Services,Custom Software & IT Services,bizservice,,8217005,Private,B2B,Yes,20-Jun-22,0,0,,,,,Northfield,Illinois,60093,United States,3,
N,347566228,1995,(817) 649-5900,(210) 881-9475,5971,$5 mil. - $10 mil.,686,59,280,91,26,Employees.20to49,0,0,5046,504,50;504;5046,423440,42344,42;423;4234;42344;423440,Manufacturing,Industrial Machinery & Equipment,Manufacturing;Retail,Industrial Machinery & Equipment;Consumer Electronics & Computers Retail,mfg,mfg.industrialmachinery,16252432,Private,B2B,Yes,26-Jul-23,350,350,Debt,15-Apr-20,PPP,PPP,Arlington,Texas,76011,United States,4,
N,353589641,2009,(800) 856-5599,,19527,$10 mil. - $25 mil.,1523,146,1054,67,27,Employees.20to49,0,0,7381,738,73;738;7381,561611,56161,56;561;5616;56161;561611,Business Services,,Business Services,Custom Software & IT Services;Security Products & Services,bizservice,,62851,Private,B2B,Yes,25-Sep-23,0,0,,,,,Boca Raton,Florida,33431,United States,1,
N,348574033,2010,(732) 274-2802,,18590,$10 mil. - $25 mil.,2435,185,650,115,41,Employees.20to49,0,0,7379,737,73;737;7379,541512,54151,54;541;5415;54151;541512,Business Services,,Business Services,Custom Software & IT Services,bizservice,,14646751,Private,B2B,Yes,1-Jun-23,350,350,Debt,11-Apr-20,PPP,PPP,Dayton,New Jersey,8810,United States,7,
N,186352310,2007,(515) 438-2200,(515) 677-2007,2934,$1 mil. - $5 mil.,237,44,108,27,12,Employees.10to19,0,0,4813,481,48;481;4813,517919,517810,51;517;5171;51711;517111;5178;51781;517810;5179;51791;517919,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,14512221,Private,B2B,Yes,8-Jul-21,150,150,Debt,4-Apr-20,PPP,PPP,Woodward,Iowa,50276,United States,5,
N,348601608,2008,(617) 561-1090,+972 545787144,5389,$5 mil. - $10 mil.,436,80,199,30,13,Employees.10to19,0,0,4812,481,48;481;4812,513210,511210,51;513;5132;51321;513210;517;511;5112;51121;511210,Telecommunications,,Telecommunications;Software,Telephony & Wireless,telecom,,21406539,Private,,No,,12200,5000,Unspecified,22-May-16,CE Ventures,ADVA Optical Networking;ADVA Optical Networking;Xenia Venture Capital Ltd.;Akamai Technologies;SoftBank Ventures Korea Corp.;Xenia Venture Capital;CE Ventures,Austin,Texas,78691,United States,2,Yes
N,40208956,2003,(574) 367-2393,,4138,$1 mil. - $5 mil.,533,41,115,30,13,Employees.10to19,0,0,7375,737,73;737;7375,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services;Telephony & Wireless",telecom,telecom.internet,4123700,Private,B2C,Yes,21-Aug-23,0,0,,,,,South Bend,Indiana,46619,United States,2,
N,351601333,2006,(408) 884-1561,,4000,$1 mil. - $5 mil.,324,60,148,34,15,Employees.10to19,0,50,4812,481,48;481;4812,517312,517112,51;517;5171;51711;517112;5173;51731;517312,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,11276676,Private,B2B,Yes,29-Oct-21,0,0,,,,,New Windsor,New York,12553,United States,1,
N,480356702,1993,(847) 288-9820,,3169,$1 mil. - $5 mil.,415,31,110,30,13,Employees.10to19,0,0,7389,7379,73;737;7371;7379;738;7389;7372,541519,541511,54;541;5415;54151;541519;51;518;5182;51821;518210;513;5132;51321;513210;541511;516;5162;51621,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,12292219,Private,B2B,Yes,8-Aug-23,0,0,,,,,Franklin Park,Illinois,60131,United States,4,
N,358761285,2015,(714) 462-5992,,22460,$10 mil. - $25 mil.,2919,224,1190,220,98,Employees.50to99,-2,-3,7999,7993,79;799;7999;7993,713120,711219,71;713;7131;71312;713120;56;561;5619;56192;561920;711;7112;71121;711219,Hospitality,"Amusement Parks, Arcades & Attractions",Hospitality,"Amusement Parks, Arcades & Attractions",hospitality,hospitality.amusement,3023031,Private,B2C,Yes,7-Jun-22,427,277,Debt,30-Jan-21,PPP,PPP;PPP,Santa Ana,California,92701,United States,24,
N,8798374,1980,(913) 469-5579,(913) 338-1311,18502,$10 mil. - $25 mil.,2423,185,629,240,107,Employees.100to249,0,0,8011,801,80;801;8011,621111,62111,62;621;6211;62111;621111,Hospitals & Physicians Clinics,,Hospitals & Physicians Clinics,Physicians Clinics,hospitals,,1722010,Private,B2C,Yes,9-Nov-21,0,0,,,,,Overland Park,Kansas,66210,United States,15,
N,66078187,1980,(305) 592-5433,,7878,$5 mil. - $10 mil.,1032,78,275,89,39,Employees.20to49,0,0,7389,7379,73;737;7379;738;7389;7371;7372,541519,541512,54;541;5415;54151;541511;51;513;5132;51321;513210;541519;541512;518;5182;51821;518210,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,16350863,Private,B2B,Yes,2-Feb-21,698,348,Debt,17-Feb-21,PPP,PPP;PPP,Doral,Florida,33166,United States,8,
N,355974143,2013,+44 8001588600,,5836,$5 mil. - $10 mil.,752,58,163,34,15,Employees.10to19,0,0,7375,737,73;737;7375;48,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,21253114,Private,B2B,No,,0,0,,,,,London,Greater London,E1 5JL,United Kingdom,2,
N,354546833,1991,(260) 482-2282,(260) 482-7770,5933,$5 mil. - $10 mil.,480,88,219,44,19,Employees.10to19,-5,-5,4899,489,48;489;4899,517919,517810,51;517;5178;51781;517810;5179;51791;517919,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,11771007,Private,B2B,Yes,10-Dec-20,0,0,,,,,Fort Wayne,Indiana,46808,United States,6,
N,42533109,1972,(212) 925-0606,(212) 925-2052,5801,$5 mil. - $10 mil.,754,58,307,46,20,Employees.20to49,0,0,7812,781,78;781;7812,512110,51211,51;512;5121;51211;512110,Media & Internet,Broadcasting,Media & Internet,Broadcasting,media,media.broadcasting,2249037,Private,B2B,Yes,27-Sep-23,0,0,,,,,New York City,New York,10001,United States,6,
N,469931128,2016,(484) 719-0785,,7979,$5 mil. - $10 mil.,1037,79,422,108,47,Employees.20to49,14.6,14.6,7819,781,78;781;7819,512199,51219,51;512;5121;51219;512199,Media & Internet,Broadcasting,Media & Internet,Broadcasting,media,media.broadcasting,,Private,B2B,Yes,14-Jan-19,0,0,,,,,Chester Springs,Pennsylvania,19425,United States,2,
N,348700085,2010,(713) 929-0950,,6596,$5 mil. - $10 mil.,857,65,349,28,10,Employees.10to19,0,0,7373,737,73;737;7373,541512,54151,54;541;5415;54151;541512,Telecommunications,Cable & Satellite,Telecommunications;Business Services,Cable & Satellite;Custom Software & IT Services,telecom,telecom.cable,14884594,Private,B2B,Yes,8-Jun-22,0,0,,,,,Houston,Texas,77005,United States,1,
N,346091039,,,,59428,$50 mil. - $100 mil.,4813,891,2198,420,100,Employees.100to249,0,0,5169,2911,51;516;5169;29;291;2911,424690,324110,42;424;4246;42469;424690;32;324;3241;32411;324110,Manufacturing,Chemicals & Related Products,Manufacturing,Chemicals & Related Products,mfg,mfg.chemicals,,Private,,Yes,13-Aug-19,0,0,,,,,,,,,,
N,126961807,2013,(212) 303-9430,,21833,$10 mil. - $25 mil.,1702,163,1178,194,86,Employees.50to99,-1.1,-1.1,6722,672,67;672;6722,525910,52591,52;525;5259;52591;525910,Finance,Investment Banking,Finance,Investment Banking,finance,finance.investment,4667700,Private,B2B,Yes,21-Jun-22,0,0,Private Equity,10-Oct-18,Sixth Street Partners;Dyal Capital Partners,Sixth Street Partners;Dyal Capital Partners,New York City,New York,10022,United States,3,
N,5521604,1999,(408) 567-6900,,18957,$10 mil. - $25 mil.,1535,284,701,70,20,Employees.20to49,0,0,3663,366,36;366;3663,334220,33422,33;334;3342;33422;334220,Telecommunications,Cable & Satellite,Telecommunications;Manufacturing,Cable & Satellite;Telecommunication Equipment,telecom,telecom.cable,10156202,Private,B2C,Yes,13-May-21,74498,3014,Private Equity,20-Dec-12,,Cipio Partners;Core Capital Partners LLP;JVP;MKS Ventures;West Steag Partners;Intel Capital;Morgan Creek Capital Management;Core Capital Partners;Cipio Partners;SDL Ventures;Intel Capital;Cipio Partners;Merrill Lynch;Ampal-American Israel;Scientific Atlanta;Jerusalem Venture Partners;Intel Capital;SDL Ventures;Core Capital Partners;Cipio Partners;Jerusalem Venture Partners;SeaPoint Ventures;Oak Investment Partners;Intel Capital;Core Capital Partners,San Diego,California,92127,United States,6,Yes
N,39617323,1980,(215) 968-9110,,28436,$25 mil. - $50 mil.,3725,284,966,515,243,Employees.100to249,48.2,50,8361,836,83;836;8361;80,623312,62331,62;623;6233;62331;623312,Healthcare Services,Elderly Care Services,Healthcare Services,Elderly Care Services,healthservices,healthservices.elderly,2605751,Private,B2B,Yes,30-Jun-23,0,0,,,,,Newtown,Pennsylvania,18940,United States,2,
N,44517456,1990,(949) 788-9900,,34464,$25 mil. - $50 mil.,4514,344,1275,377,173,Employees.100to249,-2.3,-2.8,7372,737,73;737;7372,513210,511210,51;513;5132;51321;513210;511;5112;51121;511210,Software,,Software,,software,,123072,Private,B2B,Yes,14-Aug-23,0,0,,,,,Irvine,California,92602,United States,2,
N,353519364,2004,(630) 472-9600,,24180,$10 mil. - $25 mil.,3167,241,894,317,116,Employees.100to249,0,-16.5,7379,737,73;737;7379,541611,541519,54;541;5415;54151;541519;5416;54161;541611,Software,Business Intelligence (BI) Software,Software;Business Services,Business Intelligence (BI) Software,software,software.bi,11521621,Private,B2B,Yes,1-Feb-23,2000,2000,Debt,9-Apr-20,PPP,PPP,Oak Brook,Illinois,60523,United States,9,
N,347630289,2000,+44 1285640000,+44 1285 640214,17575,$10 mil. - $25 mil.,1423,263,650,44,19,Employees.10to19,0,0,4813,481,48;481;4813,517911,517121,51;517;5171;51712;517121;5179;51791;517911,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,10468085,Private,B2B,Yes,1-Jun-22,0,0,,,,,Cirencester,Gloucestershire,GL7 1YG,United Kingdom,4,
N,354020688,1963,(208) 884-4000,,22121,$10 mil. - $25 mil.,1791,331,818,48,21,Employees.20to49,0,0,4813,4812,48;481;4813;4812,517911,517121,51;517;5171;51712;517121;5179;51791;517911,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,9120129,Private,B2B,Yes,27-Jun-23,0,0,,,,,Meridian,Idaho,83642,United States,4,
N,15518132,1983,(877) 876-1228,,8109,$5 mil. - $10 mil.,656,121,300,83,36,Employees.20to49,0,0,4899,4813,48;481;4813;489;4899,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,621456,Private,B2B,Yes,9-Mar-20,0,0,,,,,Home,Kansas,66438,United States,7,
N,343443809,1999,(660) 827-9944,,20473,$10 mil. - $25 mil.,2681,204,716,37,16,Employees.10to19,0,0,7374,7371,73;737;7371;7374,541512,541511,54;541;5415;54151;541511;541512;51;518;5182;51821;518210,Business Services,Custom Software & IT Services,Business Services;Software,Custom Software & IT Services;Business Intelligence (BI) Software,bizservice,bizservice.techconsulting,11333329,Private,B2B,Yes,10-May-22,150,150,Debt,6-Apr-20,PPP,PPP,Sedalia,Missouri,65301,United States,2,
N,4786889,2008,,,119901,$100 mil. - $250 mil.,15707,1199,4196,1103,623,Employees.500to999,0,0,7371,737,73;737;7371,541511,54151,54;541;5415;54151;541511,Business Services,,Business Services,Custom Software & IT Services,bizservice,,18217407,Private,,No,,0,0,,,,,Franklin,Tennessee,37064,United States,1,
N,355507049,1997,(514) 282-6933,,14396,$10 mil. - $25 mil.,1166,215,532,868,450,Employees.250to499,0,0,4812,481,48;481;4812,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,Telephony & Wireless,Telecommunications,Telephony & Wireless,telecom,telecom.telephone,165577,Private,B2C,Yes,7-Sep-23,0,0,,,,,Longueuil,Quebec,J4K 0B9,Canada,7,Yes
N,57770799,1952,(618) 665-3311,,8809,$5 mil. - $10 mil.,713,132,325,60,26,Employees.20to49,0,0,4813,481,48;481;4813,517911,517121,51;517;5171;51712;517121;5179;51791;517911,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,3091582,Private,B2B,Yes,24-Aug-23,350,350,Debt,11-Apr-20,PPP,PPP,Salem,Illinois,62881,United States,7,
N,447965980,2016,(801) 822-9166,,3964,$1 mil. - $5 mil.,515,39,210,46,20,Employees.20to49,25,25,7812,7372,73;737;7372;78;781;7812,512110,51211,51;518;5182;512;5121;51211;512110,Software,,Software;Media & Internet,Broadcasting,software,,2551422,Private,B2C,Yes,2-Jun-22,0,0,,,,,El Segundo,California,90245,United States,3,
N,49842604,2003,(412) 349-6680,,11075,$10 mil. - $25 mil.,1450,110,387,148,65,Employees.50to99,6.6,1.6,7379,7376,73;737;7379;7374;7373;7376,541519,541513,54;541;5415;54151;541512;541513;541519;51;518;5182;51821;518210,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,2710627,Private,B2B,Yes,21-Mar-23,2028,1028,Debt,21-Jan-21,PPP,PPP;PPP,Pittsburgh,Pennsylvania,15236,United States,4,
